NtryRef;AcctIBAN;BookgDt;ValDt;Amt;Ccy;CdtDbtInd;BkTxCd;CdtrDbtrNm;CdtrDbtrIBAN;RmtInf;AddtlNtryInf;MCC
LENA-000033;CH4400700110001234567;2023-09-20;2023-09-20;47.05;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Winterthur Karte xxxx 4821;5411
LENA-000034;CH4400700110001234567;2023-09-20;2023-09-20;45.15;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Zürich Karte xxxx 4821;5411
LENA-000035;CH4400700110001234567;2023-09-21;2023-09-21;63.15;CHF;DBIT;PMNT-CCRD-POSD;Ticketcorner;;;Einkauf Ticketcorner Zürich Karte xxxx 4821;
LENA-000036;CH4400700110001234567;2023-09-21;2023-09-21;45.20;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Sarah Keller;
LENA-000037;CH4400700110001234567;2023-09-21;2023-09-21;25.15;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Sarah Keller;
LENA-000038;CH4400700110001234567;2023-09-22;2023-09-22;66.55;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Winterthur Karte xxxx 4821;5411
LENA-000039;CH4400700110001234567;2023-09-22;2023-09-22;60.35;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Jonas Frei;
LENA-000040;CH4400700110001234567;2023-09-22;2023-09-22;13.30;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Kafi Dihei;
LENA-000041;CH4400700110001234567;2023-09-25;2023-09-25;53.25;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Hiltl;;;Einkauf Restaurant Hiltl Zürich Karte xxxx 4821;5812
LENA-000042;CH4400700110001234567;2023-09-25;2023-09-25;20.70;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Winterthur Karte xxxx 4821;5411
LENA-000043;CH4400700110001234567;2023-09-25;2023-09-25;6.65;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000044;CH4400700110001234567;2023-09-25;2023-09-25;6722.91;CHF;CRDT;PMNT-RCDT-SALA;Limmat Data Solutions AG;CH9300762011623852957;;Gutschrift Lohn September 2023;
LENA-000045;CH4400700110001234567;2023-09-26;2023-09-26;500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH7100700110009876543;;Übertrag auf Sparkonto;
LENA-000046;CH4400700110001234567;2023-09-26;2023-09-26;77.35;CHF;DBIT;PMNT-CCRD-POSD;Games Workshop Zürich;;;Einkauf Games Workshop Zürich Zürich Karte xxxx 4821;5945
LENA-000047;CH4400700110001234567;2023-09-26;2023-09-26;29.30;CHF;DBIT;PMNT-CCRD-POSD;Ticketcorner;;;Einkauf Ticketcorner Zürich Karte xxxx 4821;
LENA-000048;CH7100700110009876543;2023-09-26;2023-09-26;500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH4400700110001234567;;Übertrag auf Sparkonto;
LENA-000049;CH4400700110001234567;2023-09-27;2023-09-27;26.25;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Luca Bernasconi;
LENA-000050;CH4400700110001234567;2023-09-28;2023-09-28;1020.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt der Stadt Zürich;;;Dauerauftrag Steuern Ratenzahlung;
LENA-000051;CH4400700110001234567;2023-09-28;2023-09-28;124.75;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Zürich Karte xxxx 4821;5541
LENA-000052;CH4400700110001234567;2023-09-28;2023-09-28;73.90;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Zürich Karte xxxx 4821;5411
LENA-000053;CH4400700110001234567;2023-09-28;2023-09-28;32.80;CHF;DBIT;PMNT-CCRD-POSD;Zeughauskeller;;;Einkauf Zeughauskeller Zürich Karte xxxx 4821;5812
LENA-000054;CH4400700110001234567;2023-09-28;2023-09-28;30.15;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Zürich Karte xxxx 4821;5411
LENA-000055;CH4400700110001234567;2023-09-28;2023-09-28;3.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
LENA-000056;CH4400700110001234567;2023-10-02;2023-10-02;1850.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Miete Wohnung Josefstrasse 12;
LENA-000057;CH4400700110001234567;2023-10-02;2023-10-02;150.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Einstellplatz Nr. 17;
LENA-000058;CH4400700110001234567;2023-10-02;2023-10-02;60.60;CHF;DBIT;PMNT-CCRD-POSD;Zalando;;;Einkauf Zalando Zürich Karte xxxx 4821;5651
LENA-000059;CH4400700110001234567;2023-10-02;2023-10-02;33.50;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Anna Meier;
LENA-000060;CH4400700110001234567;2023-10-03;2023-10-03;89.00;CHF;DBIT;PMNT-IDDT-ESDD;Update Fitness AG;;;LSV Update Fitness Abo;
LENA-000061;CH4400700110001234567;2023-10-04;2023-10-04;59.70;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Winterthur Karte xxxx 4821;5411
LENA-000062;CH4400700110001234567;2023-10-04;2023-10-04;15.20;CHF;DBIT;PMNT-CCRD-POSD;Parkingpay;;;Einkauf Parkingpay Zürich Karte xxxx 4821;
LENA-000063;CH4400700110001234567;2023-10-05;2023-10-05;389.00;CHF;DBIT;PMNT-IDDT-ESDD;Helsana Versicherungen AG;;;LSV Prämie Grundversicherung 10/2023;
LENA-000064;CH4400700110001234567;2023-10-05;2023-10-05;46.70;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Zürich Karte xxxx 4821;5411
LENA-000065;CH4400700110001234567;2023-10-05;2023-10-05;32.50;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Zürich Karte xxxx 4821;5411
LENA-000066;CH4400700110001234567;2023-10-05;2023-10-05;18.10;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Bäckerei Hug;
LENA-000067;CH4400700110001234567;2023-10-06;2023-10-06;74.30;CHF;DBIT;PMNT-CCRD-POSD;Manor;;;Einkauf Manor Zürich Karte xxxx 4821;5651
LENA-000068;CH4400700110001234567;2023-10-06;2023-10-06;18.10;CHF;DBIT;PMNT-CCRD-POSD;Parkhaus Urania;;;Einkauf Parkhaus Urania Zürich Karte xxxx 4821;
LENA-000069;CH4400700110001234567;2023-10-09;2023-10-09;117.45;CHF;DBIT;PMNT-CCRD-POSD;IKEA;;;Einkauf IKEA Zürich Karte xxxx 4821;5651
LENA-000070;CH4400700110001234567;2023-10-09;2023-10-09;71.40;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Winterthur Karte xxxx 4821;5411
LENA-000071;CH4400700110001234567;2023-10-09;2023-10-09;55.45;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Zürich Karte xxxx 4821;5541
LENA-000072;CH4400700110001234567;2023-10-09;2023-10-09;49.90;CHF;DBIT;PMNT-IDDT-ESDD;Sunrise GmbH;;;LSV Sunrise Mobile Abo;
LENA-000073;CH4400700110001234567;2023-10-09;2023-10-09;49.90;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Winterthur Karte xxxx 4821;5411
LENA-000074;CH4400700110001234567;2023-10-09;2023-10-09;38.80;CHF;DBIT;PMNT-CCRD-POSD;Orell Füssli;;;Einkauf Orell Füssli Zürich Karte xxxx 4821;
LENA-000075;CH4400700110001234567;2023-10-09;2023-10-09;9.90;CHF;DBIT;PMNT-CCRD-POSD;ZVV Ticketautomat;;;Einkauf ZVV Ticketautomat Zürich Karte xxxx 4821;4111
LENA-000076;CH4400700110001234567;2023-10-09;2023-10-09;4.15;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000077;CH4400700110001234567;2023-10-11;2023-10-11;102.15;CHF;DBIT;PMNT-CCRD-POSD;Socar Tankstelle;;;Einkauf Socar Tankstelle Zürich Karte xxxx 4821;5541
LENA-000078;CH4400700110001234567;2023-10-11;2023-10-11;12.95;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000079;CH4400700110001234567;2023-10-12;2023-10-12;18.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 4821;4899
LENA-000080;CH4400700110001234567;2023-10-16;2023-10-16;831.35;CHF;DBIT;PMNT-ICDT-DMCT;Garage Wiedikon AG;;;Zahlung Rechnung Service und Reifenwechsel;
LENA-000081;CH4400700110001234567;2023-10-16;2023-10-16;459.00;CHF;DBIT;PMNT-IDDT-ESDD;AMAG Leasing AG;;;Lastschrift Leasingvertrag 4410-2231 Rate;
LENA-000082;CH4400700110001234567;2023-10-16;2023-10-16;53.25;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Jonas Frei;
LENA-000083;CH4400700110001234567;2023-10-16;2023-10-16;31.00;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Winterthur Karte xxxx 4821;5411
LENA-000084;CH4400700110001234567;2023-10-16;2023-10-16;29.25;CHF;DBIT;PMNT-CCRD-POSD;Zeughauskeller;;;Einkauf Zeughauskeller Zürich Karte xxxx 4821;5812
LENA-000085;CH4400700110001234567;2023-10-16;2023-10-16;28.00;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Zürich HB Karte xxxx 4821;5411
LENA-000086;CH4400700110001234567;2023-10-16;2023-10-16;22.70;CHF;DBIT;PMNT-CCRD-POSD;Holy Cow Gourmet Burger;;;Einkauf Holy Cow Gourmet Burger Zürich Karte xxxx 4821;5812
LENA-000087;CH4400700110001234567;2023-10-16;2023-10-16;21.65;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Zürich Karte xxxx 4821;5411
LENA-000088;CH4400700110001234567;2023-10-18;2023-10-18;95.85;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Winterthur Karte xxxx 4821;5411
LENA-000089;CH4400700110001234567;2023-10-18;2023-10-18;81.50;CHF;DBIT;PMNT-CCRD-POSD;Socar Tankstelle;;;Einkauf Socar Tankstelle Zürich Karte xxxx 4821;5541
LENA-000090;CH4400700110001234567;2023-10-18;2023-10-18;16.80;CHF;DBIT;PMNT-CCRD-POSD;Starbucks;;;Einkauf Starbucks Zürich Karte xxxx 4821;5812
LENA-000091;CH4400700110001234567;2023-10-18;2023-10-18;13.95;CHF;DBIT;PMNT-CCRD-POSD;Spotify AB;;;Einkauf Spotify P2F4A1 Stockholm Karte xxxx 4821;5815
LENA-000092;CH4400700110001234567;2023-10-20;2023-10-20;163.70;CHF;DBIT;PMNT-IDDT-ESDD;Viseca Card Services SA;;;Lastschrift Viseca Card Services SA Monatsrechnung 09/2023;
LENA-000093;CH4400700110001234567;2023-10-20;2023-10-20;70.90;CHF;DBIT;PMNT-CCRD-POSD;Holy Cow Gourmet Burger;;;Einkauf Holy Cow Gourmet Burger Zürich Karte xxxx 4821;5812
LENA-000094;CH4400700110001234567;2023-10-23;2023-10-23;105.85;CHF;DBIT;PMNT-IDDT-ESDD;ewz Elektrizitätswerk der Stadt Zürich;;;LSV Stromrechnung;
LENA-000095;CH4400700110001234567;2023-10-23;2023-10-23;42.40;CHF;DBIT;PMNT-CCRD-POSD;Holy Cow Gourmet Burger;;;Einkauf Holy Cow Gourmet Burger Zürich Karte xxxx 4821;5812
LENA-000096;CH4400700110001234567;2023-10-24;2023-10-24;132.65;CHF;DBIT;PMNT-CCRD-POSD;Zalando;;;Einkauf Zalando Zürich Karte xxxx 4821;5651
LENA-000097;CH4400700110001234567;2023-10-24;2023-10-24;21.55;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Sarah Keller;
LENA-000098;CH4400700110001234567;2023-10-24;2023-10-24;7.60;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000099;CH4400700110001234567;2023-10-25;2023-10-25;104.80;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Zürich Karte xxxx 4821;5541
LENA-000100;CH4400700110001234567;2023-10-25;2023-10-25;6722.91;CHF;CRDT;PMNT-RCDT-SALA;Limmat Data Solutions AG;CH9300762011623852957;;Gutschrift Lohn Oktober 2023;
LENA-000101;CH4400700110001234567;2023-10-26;2023-10-26;500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH7100700110009876543;;Übertrag auf Sparkonto;
LENA-000102;CH4400700110001234567;2023-10-26;2023-10-26;11.45;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Bäckerei Hug;
LENA-000103;CH4400700110001234567;2023-10-26;2023-10-26;4.15;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Migros;
LENA-000104;CH7100700110009876543;2023-10-26;2023-10-26;500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH4400700110001234567;;Übertrag auf Sparkonto;
LENA-000105;CH4400700110001234567;2023-10-27;2023-10-27;59.70;CHF;DBIT;PMNT-CCRD-POSD;Hallenbad City;;;Einkauf Hallenbad City Zürich Karte xxxx 4821;
LENA-000106;CH4400700110001234567;2023-10-27;2023-10-27;35.80;CHF;DBIT;PMNT-CCRD-POSD;Orell Füssli;;;Einkauf Orell Füssli Zürich Karte xxxx 4821;
LENA-000107;CH4400700110001234567;2023-10-27;2023-10-27;10.75;CHF;DBIT;PMNT-CCRD-POSD;Parkingpay;;;Einkauf Parkingpay Zürich Karte xxxx 4821;
LENA-000108;CH4400700110001234567;2023-10-30;2023-10-30;1020.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt der Stadt Zürich;;;Dauerauftrag Steuern Ratenzahlung;
LENA-000109;CH4400700110001234567;2023-10-30;2023-10-30;3.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
LENA-000110;CH4400700110001234567;2023-11-01;2023-11-01;1850.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Miete Wohnung Josefstrasse 12;
LENA-000111;CH4400700110001234567;2023-11-01;2023-11-01;150.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Einstellplatz Nr. 17;
LENA-000112;CH4400700110001234567;2023-11-03;2023-11-03;89.00;CHF;DBIT;PMNT-IDDT-ESDD;Update Fitness AG;;;LSV Update Fitness Abo;
LENA-000113;CH4400700110001234567;2023-11-03;2023-11-03;16.85;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Zürich Karte xxxx 4821;5411
LENA-000114;CH4400700110001234567;2023-11-06;2023-11-06;389.00;CHF;DBIT;PMNT-IDDT-ESDD;Helsana Versicherungen AG;;;LSV Prämie Grundversicherung 11/2023;
LENA-000115;CH4400700110001234567;2023-11-06;2023-11-06;27.45;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Hiltl;;;Einkauf Restaurant Hiltl Zürich Karte xxxx 4821;5812
LENA-000116;CH4400700110001234567;2023-11-06;2023-11-06;20.85;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Jonas Frei;
LENA-000117;CH4400700110001234567;2023-11-06;2023-11-06;5.95;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Kafi Dihei;
LENA-000118;CH4400700110001234567;2023-11-07;2023-11-07;220.80;CHF;DBIT;PMNT-CCRD-POSD;Galaxus;;;Einkauf Galaxus Zürich Karte xxxx 4821;5651
LENA-000119;CH4400700110001234567;2023-11-08;2023-11-08;49.90;CHF;DBIT;PMNT-IDDT-ESDD;Sunrise GmbH;;;LSV Sunrise Mobile Abo;
LENA-000120;CH4400700110001234567;2023-11-09;2023-11-09;66.40;CHF;DBIT;PMNT-CCRD-POSD;Tibits;;;Einkauf Tibits Zürich Karte xxxx 4821;5812
LENA-000121;CH4400700110001234567;2023-11-09;2023-11-09;43.35;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Zürich Karte xxxx 4821;5411
LENA-000122;CH4400700110001234567;2023-11-09;2023-11-09;11.35;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Bäckerei Hug;
LENA-000123;CH4400700110001234567;2023-11-10;2023-11-10;56.05;CHF;DBIT;PMNT-CCRD-POSD;Sushi Mania;;;Einkauf Sushi Mania Zürich Karte xxxx 4821;5812
LENA-000124;CH4400700110001234567;2023-11-10;2023-11-10;18.75;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Luca Bernasconi;
LENA-000125;CH4400700110001234567;2023-11-13;2023-11-13;70.95;CHF;DBIT;PMNT-CCRD-POSD;Holy Cow Gourmet Burger;;;Einkauf Holy Cow Gourmet Burger Zürich Karte xxxx 4821;5812
LENA-000126;CH4400700110001234567;2023-11-13;2023-11-13;61.95;CHF;DBIT;PMNT-CCRD-POSD;Coiffeur Seefeld;;;Einkauf Coiffeur Seefeld Zürich Karte xxxx 4821;
LENA-000127;CH4400700110001234567;2023-11-13;2023-11-13;31.60;CHF;DBIT;PMNT-CCRD-POSD;Sushi Mania;;;Einkauf Sushi Mania Zürich Karte xxxx 4821;5812
LENA-000128;CH4400700110001234567;2023-11-13;2023-11-13;18.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 4821;4899
LENA-000129;CH4400700110001234567;2023-11-13;2023-11-13;15.00;CHF;DBIT;PMNT-CCRD-POSD;Holy Cow Gourmet Burger;;;Einkauf Holy Cow Gourmet Burger Zürich Karte xxxx 4821;5812
LENA-000130;CH4400700110001234567;2023-11-13;2023-11-13;12.20;CHF;DBIT;PMNT-CCRD-POSD;ZVV Ticketautomat;;;Einkauf ZVV Ticketautomat Zürich Karte xxxx 4821;4111
LENA-000131;CH4400700110001234567;2023-11-15;2023-11-15;459.00;CHF;DBIT;PMNT-IDDT-ESDD;AMAG Leasing AG;;;Lastschrift Leasingvertrag 4410-2231 Rate;
LENA-000132;CH4400700110001234567;2023-11-16;2023-11-16;55.05;CHF;DBIT;PMNT-CCRD-POSD;Hallenbad City;;;Einkauf Hallenbad City Zürich Karte xxxx 4821;
LENA-000133;CH4400700110001234567;2023-11-16;2023-11-16;37.60;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Winterthur Karte xxxx 4821;5411
LENA-000134;CH4400700110001234567;2023-11-16;2023-11-16;17.90;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Anna Meier;
LENA-000135;CH4400700110001234567;2023-11-17;2023-11-17;51.65;CHF;DBIT;PMNT-CCRD-POSD;Zalando;;;Einkauf Zalando Zürich Karte xxxx 4821;5651
LENA-000136;CH4400700110001234567;2023-11-17;2023-11-17;36.05;CHF;DBIT;PMNT-CCRD-POSD;Holy Cow Gourmet Burger;;;Einkauf Holy Cow Gourmet Burger Zürich Karte xxxx 4821;5812
LENA-000137;CH4400700110001234567;2023-11-20;2023-11-20;633.35;CHF;DBIT;PMNT-IDDT-ESDD;Viseca Card Services SA;;;Lastschrift Viseca Card Services SA Monatsrechnung 10/2023;
LENA-000138;CH4400700110001234567;2023-11-20;2023-11-20;54.50;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Winterthur Karte xxxx 4821;5411
LENA-000139;CH4400700110001234567;2023-11-20;2023-11-20;37.30;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Zürich HB Karte xxxx 4821;5411
LENA-000140;CH4400700110001234567;2023-11-20;2023-11-20;28.05;CHF;DBIT;PMNT-CCRD-POSD;Holy Cow Gourmet Burger;;;Einkauf Holy Cow Gourmet Burger Zürich Karte xxxx 4821;5812
LENA-000141;CH4400700110001234567;2023-11-20;2023-11-20;27.95;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Jonas Frei;
LENA-000142;CH4400700110001234567;2023-11-20;2023-11-20;13.95;CHF;DBIT;PMNT-CCRD-POSD;Spotify AB;;;Einkauf Spotify P2F4A1 Stockholm Karte xxxx 4821;5815
LENA-000143;CH4400700110001234567;2023-11-21;2023-11-21;82.95;CHF;DBIT;PMNT-CCRD-POSD;Sushi Mania;;;Einkauf Sushi Mania Zürich Karte xxxx 4821;5812
LENA-000144;CH4400700110001234567;2023-11-21;2023-11-21;49.25;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Winterthur Karte xxxx 4821;5411
LENA-000145;CH4400700110001234567;2023-11-21;2023-11-21;12.80;CHF;DBIT;PMNT-CCRD-POSD;Parkhaus Urania;;;Einkauf Parkhaus Urania Zürich Karte xxxx 4821;
LENA-000146;CH4400700110001234567;2023-11-22;2023-11-22;64.50;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Zürich HB Karte xxxx 4821;5411
