NtryRef;AcctIBAN;BookgDt;ValDt;Amt;Ccy;CdtDbtInd;BkTxCd;CdtrDbtrNm;CdtrDbtrIBAN;RmtInf;AddtlNtryInf;MCC
MARCO_SARA-000010;CH5800761016013456789;2023-09-07;2023-09-07;18.35;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Laura Frei;
MARCO_SARA-000011;CH5800761016013456789;2023-09-08;2023-09-08;129.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV Swisscom blue Abo;
MARCO_SARA-000012;CH5800761016013456789;2023-09-08;2023-09-08;106.55;CHF;DBIT;PMNT-CCRD-POSD;Coop Pronto Tankstelle;;;Einkauf Coop Pronto Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000013;CH5800761016013456789;2023-09-08;2023-09-08;85.85;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Baden Karte xxxx 4821;5411
MARCO_SARA-000014;CH5800761016013456789;2023-09-08;2023-09-08;48.95;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Dättwil Karte xxxx 4821;5411
MARCO_SARA-000015;CH5800761016013456789;2023-09-11;2023-09-11;780.00;CHF;DBIT;PMNT-ICDT-DMCT;Mobiliar Versicherungen;;;Zahlung Motorfahrzeugversicherung Clio;
MARCO_SARA-000016;CH5800761016013456789;2023-09-11;2023-09-11;87.35;CHF;DBIT;PMNT-CCRD-POSD;Coop Pronto Tankstelle;;;Einkauf Coop Pronto Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000017;CH5800761016013456789;2023-09-11;2023-09-11;35.65;CHF;DBIT;PMNT-CCRD-POSD;Pizzeria Da Mario;;;Einkauf Pizzeria Da Mario Baden Karte xxxx 4821;5812
MARCO_SARA-000018;CH5800761016013456789;2023-09-11;2023-09-11;25.00;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
MARCO_SARA-000019;CH5800761016013456789;2023-09-11;2023-09-11;200.00;CHF;CRDT;PMNT-RCDT-DMCT;Familienausgleichskasse Aargau;;;Gutschrift Kinderzulage;
MARCO_SARA-000020;CH5800761016013456789;2023-09-12;2023-09-12;1150.00;CHF;DBIT;PMNT-ICDT-DMCT;Kita Sonnenschein Baden;;;Zahlung Rechnung Kita Betreuung 09/2023;
MARCO_SARA-000021;CH5800761016013456789;2023-09-12;2023-09-12;465.65;CHF;DBIT;PMNT-ICDT-DMCT;Zahnarztpraxis Dr. Huber;;Honorarrechnung;Zahlung Rechnung Zahnarztpraxis Dr. Huber;
MARCO_SARA-000022;CH5800761016013456789;2023-09-12;2023-09-12;47.75;CHF;DBIT;PMNT-CCRD-POSD;Pizzeria Da Mario;;;Einkauf Pizzeria Da Mario Baden Karte xxxx 4821;5812
MARCO_SARA-000023;CH5800761016013456789;2023-09-12;2023-09-12;21.05;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Baden Karte xxxx 4821;5411
MARCO_SARA-000024;CH5800761016013456789;2023-09-12;2023-09-12;20.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 7310;4899
MARCO_SARA-000025;CH5800761016013456789;2023-09-13;2023-09-13;25.15;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Laura Frei;
MARCO_SARA-000026;CH5800761016013456789;2023-09-14;2023-09-14;92.45;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Wettingen Karte xxxx 4821;5411
MARCO_SARA-000027;CH5800761016013456789;2023-09-14;2023-09-14;56.95;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Baden Karte xxxx 4821;5411
MARCO_SARA-000028;CH5800761016013456789;2023-09-14;2023-09-14;53.35;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000029;CH5800761016013456789;2023-09-14;2023-09-14;24.40;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Roter Turm;;;Einkauf Restaurant Roter Turm Baden Karte xxxx 4821;5812
MARCO_SARA-000030;CH5800761016013456789;2023-09-14;2023-09-14;47.00;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Tim Meier;
MARCO_SARA-000031;CH5800761016013456789;2023-09-15;2023-09-15;66.25;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Dättwil Karte xxxx 4821;5411
MARCO_SARA-000032;CH5800761016013456789;2023-09-19;2023-09-19;36.65;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Wettingen Karte xxxx 4821;5411
MARCO_SARA-000033;CH5800761016013456789;2023-09-20;2023-09-20;61.60;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Dättwil Karte xxxx 4821;5411
MARCO_SARA-000034;CH5800761016013456789;2023-09-20;2023-09-20;59.15;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000035;CH5800761016013456789;2023-09-22;2023-09-22;87.45;CHF;DBIT;PMNT-CCRD-POSD;Decathlon;;;Einkauf Decathlon Spreitenbach Karte xxxx 4821;5651
MARCO_SARA-000036;CH5800761016013456789;2023-09-22;2023-09-22;87.15;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Dättwil Karte xxxx 4821;5411
MARCO_SARA-000037;CH5800761016013456789;2023-09-25;2023-09-25;93.35;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000038;CH5800761016013456789;2023-09-25;2023-09-25;78.20;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Wettingen Karte xxxx 4821;5411
MARCO_SARA-000039;CH5800761016013456789;2023-09-25;2023-09-25;70.85;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Baden Karte xxxx 4821;5411
MARCO_SARA-000040;CH5800761016013456789;2023-09-25;2023-09-25;40.60;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Dättwil Karte xxxx 4821;5411
MARCO_SARA-000041;CH5800761016013456789;2023-09-25;2023-09-25;27.10;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Dättwil Karte xxxx 4821;5411
MARCO_SARA-000042;CH5800761016013456789;2023-09-25;2023-09-25;7124.56;CHF;CRDT;PMNT-RCDT-SALA;ABB Schweiz AG;CH9300762011623852111;;Gutschrift Lohn September 2023;
MARCO_SARA-000043;CH3200761016019988776;2023-09-26;2023-09-26;1500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH5800761016013456789;;Übertrag Sparkonto Haus;
MARCO_SARA-000044;CH5800761016013456789;2023-09-26;2023-09-26;1500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH3200761016019988776;;Übertrag Sparkonto Haus;
MARCO_SARA-000045;CH5800761016013456789;2023-09-26;2023-09-26;3202.95;CHF;CRDT;PMNT-RCDT-SALA;Kantonsspital Baden AG;CH9300762011623852222;;Lohnzahlung 09/2023 S. Keller;
MARCO_SARA-000046;CH5800761016013456789;2023-09-27;2023-09-27;605.00;CHF;DBIT;PMNT-ICDT-STDO;VIAC Vorsorgestiftung 3a;;;Dauerauftrag Säule 3a Einzahlung;
MARCO_SARA-000047;CH5800761016013456789;2023-09-28;2023-09-28;1300.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt Baden;;;Dauerauftrag Steuern Rate;
MARCO_SARA-000048;CH5800761016013456789;2023-09-28;2023-09-28;100.60;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Wettingen Karte xxxx 4821;5411
MARCO_SARA-000049;CH5800761016013456789;2023-09-28;2023-09-28;96.80;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Baden Karte xxxx 4821;5411
MARCO_SARA-000050;CH5800761016013456789;2023-09-28;2023-09-28;39.50;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000051;CH5800761016013456789;2023-09-28;2023-09-28;5.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
MARCO_SARA-000052;CH5800761016013456789;2023-10-02;2023-10-02;2450.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Miete 4.5 Zi Mellingerstrasse;
MARCO_SARA-000053;CH5800761016013456789;2023-10-02;2023-10-02;120.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Parkplatz Tiefgarage;
MARCO_SARA-000054;CH5800761016013456789;2023-10-02;2023-10-02;91.30;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000055;CH5800761016013456789;2023-10-02;2023-10-02;64.75;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000056;CH5800761016013456789;2023-10-02;2023-10-02;46.85;CHF;DBIT;PMNT-CCRD-POSD;Babywalz;;;Einkauf Babywalz Spreitenbach Karte xxxx 4821;5651
MARCO_SARA-000057;CH5800761016013456789;2023-10-03;2023-10-03;71.05;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000058;CH5800761016013456789;2023-10-04;2023-10-04;56.75;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Dättwil Karte xxxx 4821;5411
MARCO_SARA-000059;CH5800761016013456789;2023-10-04;2023-10-04;50.75;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Wettingen Karte xxxx 4821;5411
MARCO_SARA-000060;CH5800761016013456789;2023-10-04;2023-10-04;39.25;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Tim Meier;
MARCO_SARA-000061;CH5800761016013456789;2023-10-05;2023-10-05;855.00;CHF;DBIT;PMNT-IDDT-ESDD;CSS Versicherung AG;;;LSV Prämie Grundversicherung Familie;
MARCO_SARA-000062;CH5800761016013456789;2023-10-05;2023-10-05;42.55;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Baden Karte xxxx 4821;5411
MARCO_SARA-000063;CH5800761016013456789;2023-10-09;2023-10-09;129.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV Swisscom blue Abo;
MARCO_SARA-000064;CH5800761016013456789;2023-10-09;2023-10-09;126.05;CHF;DBIT;PMNT-CCRD-POSD;Coop Pronto Tankstelle;;;Einkauf Coop Pronto Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000065;CH5800761016013456789;2023-10-09;2023-10-09;120.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat Raiffeisen Baden Karte xxxx 4821;6011
MARCO_SARA-000066;CH5800761016013456789;2023-10-09;2023-10-09;93.50;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000067;CH5800761016013456789;2023-10-09;2023-10-09;81.20;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000068;CH5800761016013456789;2023-10-09;2023-10-09;78.35;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000069;CH5800761016013456789;2023-10-09;2023-10-09;77.70;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000070;CH5800761016013456789;2023-10-09;2023-10-09;22.05;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Wettingen Karte xxxx 4821;5411
MARCO_SARA-000071;CH5800761016013456789;2023-10-10;2023-10-10;107.65;CHF;DBIT;PMNT-CCRD-POSD;Manor;;;Einkauf Manor Spreitenbach Karte xxxx 4821;5651
MARCO_SARA-000072;CH5800761016013456789;2023-10-10;2023-10-10;48.80;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Dättwil Karte xxxx 4821;5411
MARCO_SARA-000073;CH5800761016013456789;2023-10-10;2023-10-10;200.00;CHF;CRDT;PMNT-RCDT-DMCT;Familienausgleichskasse Aargau;;;Gutschrift Kinderzulage;
MARCO_SARA-000074;CH5800761016013456789;2023-10-11;2023-10-11;119.10;CHF;DBIT;PMNT-CCRD-POSD;Manor;;;Einkauf Manor Spreitenbach Karte xxxx 4821;5651
MARCO_SARA-000075;CH5800761016013456789;2023-10-11;2023-10-11;113.70;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Laura Frei;
MARCO_SARA-000076;CH5800761016013456789;2023-10-11;2023-10-11;100.20;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Wettingen Karte xxxx 4821;5411
MARCO_SARA-000077;CH5800761016013456789;2023-10-11;2023-10-11;46.50;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Wettingen Karte xxxx 4821;5411
MARCO_SARA-000078;CH5800761016013456789;2023-10-11;2023-10-11;29.50;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
MARCO_SARA-000079;CH5800761016013456789;2023-10-11;2023-10-11;19.25;CHF;DBIT;PMNT-CCRD-POSD;Babywalz;;;Einkauf Babywalz Baden Karte xxxx 4821;5651
MARCO_SARA-000080;CH5800761016013456789;2023-10-12;2023-10-12;1150.00;CHF;DBIT;PMNT-ICDT-DMCT;Kita Sonnenschein Baden;;;Zahlung Rechnung Kita Betreuung 10/2023;
MARCO_SARA-000081;CH5800761016013456789;2023-10-12;2023-10-12;120.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat Raiffeisen Baden Karte xxxx 4821;6011
MARCO_SARA-000082;CH5800761016013456789;2023-10-12;2023-10-12;77.00;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000083;CH5800761016013456789;2023-10-12;2023-10-12;74.55;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000084;CH5800761016013456789;2023-10-12;2023-10-12;20.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 7310;4899
MARCO_SARA-000085;CH5800761016013456789;2023-10-13;2023-10-13;74.30;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000086;CH5800761016013456789;2023-10-16;2023-10-16;860.95;CHF;DBIT;PMNT-ICDT-DMCT;Garage Baden AG;;;Zahlung Rechnung Service;
MARCO_SARA-000087;CH5800761016013456789;2023-10-16;2023-10-16;32.15;CHF;DBIT;PMNT-CCRD-POSD;Babywalz;;;Einkauf Babywalz Spreitenbach Karte xxxx 4821;5651
MARCO_SARA-000088;CH5800761016013456789;2023-10-16;2023-10-16;27.80;CHF;DBIT;PMNT-CCRD-POSD;McDonald's;;;Einkauf McDonald's Baden Karte xxxx 4821;5812
MARCO_SARA-000089;CH5800761016013456789;2023-10-17;2023-10-17;84.45;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000090;CH5800761016013456789;2023-10-18;2023-10-18;69.70;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Baden Karte xxxx 4821;5411
MARCO_SARA-000091;CH5800761016013456789;2023-10-19;2023-10-19;8.70;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
MARCO_SARA-000092;CH5800761016013456789;2023-10-20;2023-10-20;160.15;CHF;DBIT;PMNT-IDDT-ESDD;Regionalwerke AG Baden;;;LSV Stromrechnung;
MARCO_SARA-000093;CH5800761016013456789;2023-10-20;2023-10-20;57.65;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000094;CH5800761016013456789;2023-10-20;2023-10-20;41.15;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000095;CH5800761016013456789;2023-10-20;2023-10-20;26.50;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Tim Meier;
MARCO_SARA-000096;CH5800761016013456789;2023-10-23;2023-10-23;79.40;CHF;DBIT;PMNT-CCRD-POSD;McDonald's;;;Einkauf McDonald's Baden Karte xxxx 4821;5812
MARCO_SARA-000097;CH5800761016013456789;2023-10-23;2023-10-23;74.75;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000098;CH5800761016013456789;2023-10-23;2023-10-23;61.85;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000099;CH5800761016013456789;2023-10-23;2023-10-23;60.15;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000100;CH5800761016013456789;2023-10-23;2023-10-23;55.75;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Wettingen Karte xxxx 4821;5411
MARCO_SARA-000101;CH5800761016013456789;2023-10-23;2023-10-23;49.00;CHF;DBIT;PMNT-IDDT-ESDD;Cornèrcard;;;Lastschrift Cornèrcard Monatsrechnung 09/2023;
MARCO_SARA-000102;CH5800761016013456789;2023-10-23;2023-10-23;37.35;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Laura Frei;
MARCO_SARA-000103;CH5800761016013456789;2023-10-24;2023-10-24;94.15;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Roter Turm;;;Einkauf Restaurant Roter Turm Baden Karte xxxx 4821;5812
MARCO_SARA-000104;CH5800761016013456789;2023-10-24;2023-10-24;64.60;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Laura Frei;
MARCO_SARA-000105;CH5800761016013456789;2023-10-25;2023-10-25;60.70;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Dättwil Karte xxxx 4821;5411
MARCO_SARA-000106;CH5800761016013456789;2023-10-25;2023-10-25;27.20;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Tim Meier;
MARCO_SARA-000107;CH5800761016013456789;2023-10-25;2023-10-25;7124.56;CHF;CRDT;PMNT-RCDT-SALA;ABB Schweiz AG;CH9300762011623852111;;Gutschrift Lohn Oktober 2023;
MARCO_SARA-000108;CH3200761016019988776;2023-10-26;2023-10-26;1500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH5800761016013456789;;Übertrag Sparkonto Haus;
MARCO_SARA-000109;CH5800761016013456789;2023-10-26;2023-10-26;1500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH3200761016019988776;;Übertrag Sparkonto Haus;
MARCO_SARA-000110;CH5800761016013456789;2023-10-26;2023-10-26;32.35;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Wettingen Karte xxxx 4821;5411
MARCO_SARA-000111;CH5800761016013456789;2023-10-26;2023-10-26;30.40;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Laura Frei;
MARCO_SARA-000112;CH5800761016013456789;2023-10-26;2023-10-26;3202.95;CHF;CRDT;PMNT-RCDT-SALA;Kantonsspital Baden AG;CH9300762011623852222;;Lohnzahlung 10/2023 S. Keller;
MARCO_SARA-000113;CH5800761016013456789;2023-10-27;2023-10-27;605.00;CHF;DBIT;PMNT-ICDT-STDO;VIAC Vorsorgestiftung 3a;;;Dauerauftrag Säule 3a Einzahlung;
MARCO_SARA-000114;CH5800761016013456789;2023-10-27;2023-10-27;60.60;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Dättwil Karte xxxx 4821;5411
MARCO_SARA-000115;CH5800761016013456789;2023-10-30;2023-10-30;1300.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt Baden;;;Dauerauftrag Steuern Rate;
MARCO_SARA-000116;CH5800761016013456789;2023-10-30;2023-10-30;79.45;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000117;CH5800761016013456789;2023-10-30;2023-10-30;5.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
MARCO_SARA-000118;CH5800761016013456789;2023-11-01;2023-11-01;2450.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Miete 4.5 Zi Mellingerstrasse;
MARCO_SARA-000119;CH5800761016013456789;2023-11-01;2023-11-01;120.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Parkplatz Tiefgarage;
MARCO_SARA-000120;CH5800761016013456789;2023-11-02;2023-11-02;217.60;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000121;CH5800761016013456789;2023-11-02;2023-11-02;35.15;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Roter Turm;;;Einkauf Restaurant Roter Turm Baden Karte xxxx 4821;5812
MARCO_SARA-000122;CH5800761016013456789;2023-11-03;2023-11-03;52.50;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Tim Meier;
MARCO_SARA-000123;CH5800761016013456789;2023-11-06;2023-11-06;855.00;CHF;DBIT;PMNT-IDDT-ESDD;CSS Versicherung AG;;;LSV Prämie Grundversicherung Familie;
MARCO_SARA-000124;CH5800761016013456789;2023-11-06;2023-11-06;74.95;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000125;CH5800761016013456789;2023-11-06;2023-11-06;63.95;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Wettingen Karte xxxx 4821;5411
MARCO_SARA-000126;CH5800761016013456789;2023-11-06;2023-11-06;43.85;CHF;DBIT;PMNT-CCRD-POSD;Pizzeria Da Mario;;;Einkauf Pizzeria Da Mario Baden Karte xxxx 4821;5812
MARCO_SARA-000127;CH5800761016013456789;2023-11-07;2023-11-07;29.00;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Wettingen Karte xxxx 4821;5411
MARCO_SARA-000128;CH5800761016013456789;2023-11-08;2023-11-08;129.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV Swisscom blue Abo;
MARCO_SARA-000129;CH5800761016013456789;2023-11-09;2023-11-09;83.45;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000130;CH5800761016013456789;2023-11-09;2023-11-09;67.95;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000131;CH5800761016013456789;2023-11-09;2023-11-09;64.25;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Wettingen Karte xxxx 4821;5411
MARCO_SARA-000132;CH5800761016013456789;2023-11-10;2023-11-10;200.00;CHF;CRDT;PMNT-RCDT-DMCT;Familienausgleichskasse Aargau;;;Gutschrift Kinderzulage;
MARCO_SARA-000133;CH5800761016013456789;2023-11-13;2023-11-13;1150.00;CHF;DBIT;PMNT-ICDT-DMCT;Kita Sonnenschein Baden;;;Zahlung Rechnung Kita Betreuung 11/2023;
MARCO_SARA-000134;CH5800761016013456789;2023-11-13;2023-11-13;102.05;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000135;CH5800761016013456789;2023-11-13;2023-11-13;77.60;CHF;DBIT;PMNT-CCRD-POSD;Coop Pronto Tankstelle;;;Einkauf Coop Pronto Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000136;CH5800761016013456789;2023-11-13;2023-11-13;33.40;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Wettingen Karte xxxx 4821;5411
MARCO_SARA-000137;CH5800761016013456789;2023-11-13;2023-11-13;26.75;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Wettingen Karte xxxx 4821;5411
MARCO_SARA-000138;CH5800761016013456789;2023-11-13;2023-11-13;20.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 7310;4899
MARCO_SARA-000139;CH5800761016013456789;2023-11-14;2023-11-14;21.15;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
